distance,consume,speed,temp_inside,temp_outside,specials,gas_type,AC,rain,sun,refill liters,refill gas,efficiency
25.9,4.1,43,22.0,24,No Specials,SP98,0,0,0,0,0,0.1583011583011583
16.5,4.0,48,22.0,15,No Specials,SP98,0,0,0,0,0,0.24242424242424243
22.1,3.9,29,22.0,26,No Specials,SP98,0,0,0,0,0,0.1764705882352941
16.6,3.7,49,22.0,17,No Specials,E10,0,0,0,"37,7",E10,0.22289156626506024
15.4,4.5,43,22.0,24,No Specials,E10,0,0,0,0,0,0.2922077922077922
16.5,3.9,43,22.0,17,No Specials,E10,0,0,0,0,0,0.23636363636363636
15.4,5.1,21,22.0,24,No Specials,E10,0,0,0,0,0,0.3311688311688311
18.4,4.2,59,22.0,24,No Specials,E10,0,0,0,0,0,0.2282608695652174
39.5,4.2,58,22.0,25,No Specials,E10,0,0,0,0,0,0.10632911392405063
21.5,4.8,47,25.0,27,AC Sun,E10,1,0,1,0,0,0.22325581395348837
4.8,4.7,26,25.0,18,No Specials,E10,0,0,0,0,0,0.9791666666666667
100.9,4.7,87,23.5,22,No Specials,E10,0,0,0,0,0,0.04658077304261645
129.7,4.6,58,24.0,21,ac,E10,0,0,0,0,0,0.035466461063993836
16.6,3.8,43,21.5,16,No Specials,E10,0,0,0,0,0,0.22891566265060237
15.4,4.2,50,21.5,21,No Specials,E10,0,0,0,0,0,0.2727272727272727
16.0,3.7,45,22.0,17,No Specials,E10,0,0,0,0,0,0.23125
16.0,4.2,41,22.0,15,No Specials,E10,0,0,0,0,0,0.2625
15.4,4.1,45,22.0,24,No Specials,E10,0,0,0,0,0,0.2662337662337662
16.0,4.0,43,22.0,16,No Specials,E10,0,0,0,0,0,0.25
21.0,3.8,37,22.0,21,No Specials,E10,0,0,0,0,0,0.18095238095238095
15.4,3.8,47,22.0,24,No Specials,E10,0,0,0,0,0,0.24675324675324672
16.0,3.8,42,22.0,17,No Specials,E10,0,0,0,0,0,0.2375
16.1,5.1,30,25.0,16,ac rain,E10,1,1,0,0,0,0.31677018633540366
16.0,4.0,42,22.0,15,No Specials,E10,0,0,0,0,0,0.25
15.4,4.8,40,22.0,18,No Specials,E10,0,0,0,0,0,0.3116883116883117
17.2,3.9,35,22.0,16,No Specials,E10,0,0,0,0,0,0.22674418604651164
16.6,4.6,50,22.0,25,No Specials,E10,0,0,0,0,0,0.2771084337349397
18.3,4.3,46,22.0,16,No Specials,SP98,0,0,0,"37,2",SP98,0.2349726775956284
16.1,4.8,36,22.0,18,rain,SP98,0,1,0,0,0,0.29813664596273287
16.0,4.1,46,22.0,17,No Specials,SP98,0,0,0,0,0,0.25625
16.3,4.0,35,22.0,23,No Specials,SP98,0,0,0,0,0,0.24539877300613497
16.0,3.7,44,22.0,16,No Specials,SP98,0,0,0,0,0,0.23125
18.3,4.3,46,22.0,23,No Specials,SP98,0,0,0,0,0,0.2349726775956284
4.5,5.2,23,22.0,23,sun,SP98,0,0,1,0,0,1.1555555555555557
17.0,4.2,48,22.0,16,No Specials,SP98,0,0,0,0,0,0.24705882352941178
6.1,5.0,35,24.5,18,No Specials,SP98,0,0,0,0,0,0.819672131147541
6.1,5.0,33,22.0,24,sun,SP98,0,0,1,0,0,0.819672131147541
17.3,4.2,36,22.0,22,No Specials,SP98,0,0,0,0,0,0.24277456647398843
6.0,4.8,27,22.0,17,No Specials,SP98,0,0,0,0,0,0.7999999999999999
16.0,4.1,45,22.0,15,No Specials,SP98,0,0,0,0,0,0.25625
15.4,4.9,55,22.0,18,No Specials,SP98,0,0,0,0,0,0.3181818181818182
15.4,4.3,39,22.0,23,No Specials,SP98,0,0,0,0,0,0.2792207792207792
16.0,3.9,35,22.0,18,No Specials,SP98,0,0,0,0,0,0.24375
15.4,4.5,52,22.0,26,No Specials,SP98,0,0,0,0,0,0.2922077922077922
16.6,4.1,48,25.5,30,sun ac,SP98,1,0,1,0,0,0.24698795180722888
15.4,5.0,48,25.5,31,ac,SP98,1,0,0,0,0,0.3246753246753247
16.0,4.0,43,22.0,21,ac,SP98,1,0,0,0,0,0.25
15.4,4.5,42,22.0,30,No Specials,SP98,0,0,0,0,0,0.2922077922077922
16.0,3.6,43,22.0,19,No Specials,SP98,0,0,0,0,0,0.225
20.9,4.1,33,22.0,21,No Specials,SP98,0,0,0,0,0,0.19617224880382775
32.1,3.9,47,22.0,26,No Specials,SP98,0,0,0,0,0,0.12149532710280372
15.3,6.6,16,24.0,27,ac,SP98,1,0,0,0,0,0.4313725490196078
28.5,4.0,44,25.0,23,ac,SP98,1,0,0,0,0,0.14035087719298245
11.9,3.7,33,25.0,19,No Specials,SP98,0,0,0,0,0,0.31092436974789917
14.5,4.3,36,25.0,22,No Specials,SP98,0,0,0,0,0,0.296551724137931
16.6,4.1,49,22.0,26,sun,SP98,0,0,1,0,0,0.24698795180722888
16.2,4.4,39,24.5,17,ac,SP98,1,0,0,0,0,0.271604938271605
16.7,3.8,44,24.5,23,sun,SP98,0,0,1,0,0,0.2275449101796407
8.3,5.0,52,24.5,27,No Specials,SP98,0,0,0,0,0,0.6024096385542168
5.5,3.7,33,24.5,28,sun,SP98,0,0,1,0,0,0.6727272727272727
13.6,3.7,33,24.5,28,sun,SP98,0,0,1,0,0,0.2720588235294118
16.0,3.7,39,24.5,18,No Specials,SP98,0,0,0,0,0,0.23125
16.1,4.3,38,25.0,31,AC,SP98,1,0,0,0,0,0.26708074534161486
16.0,3.8,45,25.0,19,No Specials,SP98,0,0,0,0,0,0.2375
15.4,4.6,42,25.0,31,AC,SP98,1,0,0,0,0,0.2987012987012987
14.7,5.0,25,25.0,30,AC,SP98,1,0,0,0,0,0.3401360544217687
